-13.182,8.2319,5.147,1.1695,-0.26063,1.5194,0.91405,0.003167,-0.5764,0.12693,-0.082799,0.088544
-12.977,8.3238,5.1336,1.278,-0.35397,1.4886,0.91772,-0.010968,-0.55627,0.14616,-0.06883,0.09389
-12.769,8.4148,5.1165,1.3854,-0.44702,1.4559,0.91919,-0.024942,-0.53412,0.16491,-0.054463,0.098731
-12.559,8.505,5.0959,1.4916,-0.53964,1.4215,0.91848,-0.038738,-0.51002,0.18314,-0.039773,0.10304
-12.346,8.5944,5.0716,1.5966,-0.63165,1.3854,0.91561,-0.052339,-0.48408,0.20078,-0.024839,0.10679
-12.131,8.6828,5.0437,1.7003,-0.72291,1.3477,0.91062,-0.065727,-0.4564,0.21778,-0.0097426,0.10998
-11.913,8.7703,5.0121,1.8027,-0.81326,1.3084,0.90352,-0.078883,-0.42708,0.23409,0.0054307,0.11258
-11.694,8.8568,4.9769,1.9036,-0.90254,1.2677,0.89436,-0.091788,-0.39623,0.24965,0.020596,0.11459
-11.471,8.9423,4.9381,2.003,-0.9906,1.2254,0.88316,-0.10443,-0.36397,0.26442,0.035666,0.11601
-11.247,9.0267,4.8955,2.1008,-1.0773,1.1819,0.86996,-0.11677,-0.33041,0.27833,0.050555,0.11684
-11.02,9.11,4.8494,2.1971,-1.1625,1.137,0.8548,-0.12882,-0.29567,0.29134,0.065179,0.11708
-10.791,9.1922,4.7995,2.2918,-1.246,1.0908,0.83773,-0.14054,-0.25989,0.30341,0.079455,0.11673
-10.56,9.2732,4.7461,2.3847,-1.3276,1.0435,0.81881,-0.15191,-0.2232,0.31448,0.093303,0.11581
-10.326,9.3529,4.689,2.4759,-1.4074,0.99511,0.79808,-0.16293,-0.18573,0.32452,0.10665,0.11433
-10.09,9.4314,4.6283,2.5653,-1.485,0.94565,0.7756,-0.17358,-0.14761,0.33349,0.11941,0.1123
-9.8526,9.5085,4.5639,2.6529,-1.5604,0.8952,0.75145,-0.18383,-0.10898,0.34135,0.13153,0.10974
-9.6126,9.5842,4.496,2.7386,-1.6335,0.84385,0.72569,-0.19368,-0.069986,0.34809,0.14294,0.10665
-9.3706,9.6586,4.4245,2.8225,-1.704,0.79166,0.69839,-0.20311,-0.030768,0.35368,0.15357,0.10307
-9.1265,9.7314,4.3494,2.9044,-1.772,0.73871,0.66963,-0.21211,0.0085331,0.35808,0.16336,0.099006
-8.8804,9.8028,4.2708,2.9843,-1.8372,0.68506,0.63948,-0.22067,0.047776,0.36129,0.17228,0.09449
-8.6323,9.8725,4.1887,3.0623,-1.8996,0.63079,0.60803,-0.22877,0.086821,0.36329,0.18026,0.089544
-8.3823,9.9407,4.1031,3.1382,-1.959,0.57596,0.57536,-0.2364,0.12553,0.36408,0.18726,0.084197
-8.1303,10.007,4.014,3.2121,-2.0153,0.52065,0.54154,-0.24354,0.16376,0.36363,0.19326,0.078476
-7.8764,10.072,3.9215,3.2839,-2.0685,0.46492,0.50667,-0.2502,0.20138,0.36196,0.19821,0.072411
-7.6207,10.135,3.8256,3.3536,-2.1185,0.40885,0.47083,-0.25636,0.23826,0.35907,0.20208,0.066035
-7.3631,10.196,3.7263,3.4212,-2.1651,0.35252,0.43411,-0.26201,0.27426,0.35495,0.20487,0.059381
-7.1038,10.256,3.6238,3.4866,-2.2083,0.29597,0.3966,-0.26714,0.30927,0.34962,0.20655,0.052481
-6.8427,10.313,3.518,3.5498,-2.2479,0.2393,0.35838,-0.27174,0.34315,0.34308,0.20711,0.045372
-6.5799,10.369,3.409,3.6109,-2.284,0.18255,0.31954,-0.27581,0.37579,0.33537,0.20656,0.038088
-6.3154,10.423,3.2968,3.6697,-2.3164,0.12581,0.28018,-0.27933,0.40708,0.32649,0.20489,0.030666
-6.0493,10.474,3.1816,3.7263,-2.3451,0.069145,0.24039,-0.28231,0.43691,0.31647,0.20211,0.023142
-5.7816,10.524,3.0633,3.7806,-2.3701,0.012614,0.20024,-0.28474,0.46517,0.30534,0.19824,0.015554
-5.5123,10.572,2.9421,3.8327,-2.3912,-0.043714,0.15983,-0.28661,0.49177,0.29313,0.1933,0.0079382
-5.2415,10.617,2.8179,3.8824,-2.4084,-0.099772,0.11926,-0.28791,0.51662,0.27988,0.18732,0.00033084
-4.9693,10.66,2.691,3.9299,-2.4218,-0.1555,0.078593,-0.28866,0.53963,0.26563,0.18033,-0.0072314
-4.6957,10.702,2.5613,3.975,-2.4312,-0.21082,0.037931,-0.28884,0.56072,0.25041,0.17236,-0.014713
-4.4206,10.741,2.4289,4.0177,-2.4367,-0.26568,-0.0026442,-0.28845,0.57982,0.23428,0.16346,-0.022078
-4.1443,10.778,2.294,4.0581,-2.4382,-0.32003,-0.043049,-0.2875,0.59687,0.21729,0.15367,-0.029293
-3.8667,10.812,2.1565,4.0961,-2.4356,-0.37378,-0.083199,-0.28599,0.6118,0.19948,0.14305,-0.036324
-3.5878,10.845,2.0167,4.1317,-2.4291,-0.42689,-0.12301,-0.28391,0.62456,0.18092,0.13166,-0.043138
-3.3078,10.875,1.8746,4.1648,-2.4186,-0.4793,-0.16241,-0.28128,0.63512,0.16167,0.11955,-0.049705
-3.0267,10.903,1.7302,4.1955,-2.4041,-0.53095,-0.20131,-0.27809,0.64343,0.14179,0.10679,-0.055994
-2.7446,10.929,1.5838,4.2237,-2.3856,-0.58179,-0.23963,-0.27435,0.64947,0.12134,0.09345,-0.061976
-2.4614,10.952,1.4353,4.2494,-2.3631,-0.63175,-0.27731,-0.27007,0.65321,0.10039,0.079596,-0.067624
-2.1773,10.974,1.285,4.2726,-2.3367,-0.68079,-0.31425,-0.26525,0.65465,0.079013,0.065303,-0.072912
-1.8924,10.993,1.1329,4.2932,-2.3064,-0.72884,-0.35039,-0.25991,0.65377,0.057282,0.050648,-0.077816
-1.6066,11.009,0.97914,4.3113,-2.2722,-0.77587,-0.38567,-0.25405,0.65057,0.035271,0.035708,-0.082314
-1.3201,11.024,0.82385,4.3268,-2.2342,-0.82182,-0.42,-0.24769,0.64508,0.013055,0.020562,-0.086384
-1.0329,11.036,0.66713,4.3398,-2.1924,-0.86664,-0.45332,-0.24083,0.63729,-0.0092884,0.0052904,-0.090009
-0.74517,11.046,0.50914,4.35,-2.1469,-0.91028,-0.48557,-0.2335,0.62725,-0.031681,-0.010026,-0.093172
-0.45689,11.053,0.34998,4.3577,-2.0977,-0.9527,-0.51668,-0.22569,0.61498,-0.054042,-0.025307,-0.095857
-0.16816,11.059,0.18979,4.3627,-2.0449,-0.99384,-0.54659,-0.21742,0.60052,-0.076293,-0.040472,-0.098053
0.12094,11.062,0.028714,4.365,-1.9886,-1.0337,-0.57525,-0.20872,0.58393,-0.098352,-0.055441,-0.099748
0.41032,11.063,-0.13312,4.3646,-1.9288,-1.0722,-0.60259,-0.19959,0.56525,-0.12014,-0.070135,-0.10093
0.6999,11.061,-0.29556,4.3615,-1.8658,-1.1093,-0.62857,-0.19005,0.54455,-0.14157,-0.084476,-0.10161
0.98959,11.058,-0.45847,4.3557,-1.7994,-1.1449,-0.65312,-0.18011,0.52191,-0.16258,-0.09839,-0.10176
1.2793,11.052,-0.62171,4.3471,-1.7299,-1.1791,-0.67621,-0.1698,0.49739,-0.18306,-0.1118,-0.1014
1.569,11.044,-0.78512,4.3357,-1.6573,-1.2118,-0.69777,-0.15914,0.47108,-0.20296,-0.12464,-0.10051
1.8585,11.033,-0.94856,4.3215,-1.5818,-1.2429,-0.71778,-0.14813,0.44307,-0.22219,-0.13685,-0.099112
2.1477,11.021,-1.1119,4.3046,-1.5035,-1.2724,-0.73619,-0.1368,0.41347,-0.24068,-0.14835,-0.097203
2.4366,11.006,-1.2749,4.2848,-1.4225,-1.3004,-0.75295,-0.12518,0.38237,-0.25835,-0.15908,-0.094791
2.725,10.99,-1.4375,4.2622,-1.3389,-1.3267,-0.76803,-0.11327,0.34987,-0.27513,-0.16899,-0.091888
