0.36968,0.45413,0.04033
0.36954,0.45925,0.0403
0.3692,0.46417,0.040242
0.36867,0.46888,0.040153
0.36794,0.47339,0.040034
0.36702,0.47769,0.039882
0.36592,0.48177,0.039699
0.36464,0.48563,0.039484
0.36317,0.48927,0.039235
0.36154,0.49268,0.038953
0.35974,0.49587,0.038637
0.35777,0.49882,0.038288
0.35566,0.50154,0.037904
0.35339,0.50402,0.037487
0.35097,0.50627,0.037035
0.34842,0.50829,0.03655
0.34574,0.51006,0.036031
0.34293,0.5116,0.035479
0.33999,0.5129,0.034893
0.33695,0.51395,0.034276
0.33379,0.51477,0.033626
0.33053,0.51534,0.032945
0.32717,0.51568,0.032234
0.32373,0.51578,0.031494
0.32019,0.51563,0.030724
0.31658,0.51525,0.029927
0.31289,0.51463,0.029103
0.30912,0.51377,0.028254
0.3053,0.51268,0.02738
0.30142,0.51135,0.026483
0.29748,0.50979,0.025564
0.29349,0.508,0.024624
0.28945,0.50597,0.023666
0.28538,0.50373,0.022689
0.28127,0.50126,0.021697
0.27713,0.49856,0.02069
0.27296,0.49565,0.01967
0.26876,0.49252,0.018639
0.26454,0.48918,0.017598
0.26031,0.48562,0.01655
0.25606,0.48186,0.015495
0.25181,0.4779,0.014435
0.24754,0.47374,0.013373
0.24327,0.46939,0.012311
0.239,0.46484,0.011249
0.23473,0.46011,0.01019
0.23046,0.4552,0.0091366
0.2262,0.45011,0.0080894
0.22195,0.44486,0.0070509
0.2177,0.43943,0.0060228
0.21347,0.43385,0.0050071
0.20926,0.42812,0.0040057
0.20506,0.42223,0.0030205
0.20088,0.41621,0.0020533
0.19672,0.41005,0.0011061
0.19259,0.40376,0.00018071
0.18847,0.39735,-0.00072095
0.18438,0.39083,-0.001597
0.18032,0.3842,-0.0024455
0.17629,0.37747,-0.0032645
0.17229,0.37065,-0.0040523
0.16833,0.36374,-0.0048067
0.16439,0.35675,-0.0055259
0.16049,0.34969,-0.006208
0.15663,0.34257,-0.0068509
0.1528,0.3354,-0.0074528
0.14902,0.32817,-0.0080114
0.14527,0.32091,-0.008525
0.14157,0.31362,-0.0089913
0.13791,0.3063,-0.0094084
0.13429,0.29897,-0.0097741
0.13073,0.29163,-0.010086
0.1272,0.28428,-0.010343
0.12373,0.27695,-0.010542
0.12031,0.26962,-0.010681
0.11693,0.26232,-0.010758
0.11361,0.25505,-0.01077
0.11034,0.24781,-0.010716
0.10712,0.24061,-0.010593
0.10396,0.23346,-0.010399
0.10085,0.22637,-0.010131
0.097798,0.21934,-0.0097879
0.094801,0.21238,-0.0093665
0.091861,0.20549,-0.0088646
0.088979,0.19868,-0.00828
0.086153,0.19195,-0.0076102
0.083386,0.18531,-0.006853
0.080677,0.17876,-0.0060059
0.078026,0.17232,-0.0050667
0.075433,0.16598,-0.004033
0.072899,0.15974,-0.0029024
0.070422,0.15361,-0.0016729
0.068004,0.1476,-0.00034213
0.065644,0.14171,0.001092
0.063341,0.13593,0.0026317
0.061095,0.13028,0.0042788
0.058906,0.12475,0.0060354
0.056774,0.11936,0.0079032
0.054697,0.11409,0.0098841
0.052675,0.10895,0.01198
0.050709,0.10394,0.014191
0.048796,0.099064,0.016521
0.046937,0.094325,0.018969
0.04513,0.089719,0.021537
0.043376,0.085249,0.024226
0.041673,0.080914,0.027037
0.040021,0.076715,0.02997
0.038418,0.07265,0.033025
0.036866,0.06872,0.036204
0.035362,0.064924,0.039505
0.033905,0.06126,0.042929
0.032497,0.05773,0.046475
0.031135,0.05433,0.050143
0.029819,0.05106,0.053932
0.028548,0.047919,0.057842
0.027323,0.044904,0.06187
0.026142,0.042015,0.066016
0.025006,0.039249,0.070277
0.023913,0.036605,0.074653
0.022863,0.034081,0.079141
0.021856,0.031675,0.083739
0.020892,0.029384,0.088444
0.01997,0.027207,0.093253
0.019091,0.025142,0.098164
0.018253,0.023185,0.10317
0.017458,0.021335,0.10828
0.016705,0.01959,0.11348
0.015993,0.017946,0.11876
0.015324,0.016402,0.12413
0.014697,0.014954,0.12958
0.014112,0.013602,0.13511
0.01357,0.012341,0.14071
0.01307,0.01117,0.14638
0.012614,0.010085,0.15212
0.012201,0.0090857,0.15791
0.011831,0.0081679,0.16376
0.011505,0.0073295,0.16965
0.011224,0.0065681,0.1756
0.010987,0.0058812,0.18158
0.010795,0.0052663,0.1876
0.010648,0.0047208,0.19366
0.010547,0.0042425,0.19974
0.010491,0.0038288,0.20584
0.010482,0.0034774,0.21197
0.010519,0.0031859,0.2181
